station,date_heure,carbone_noir,monoxyde_carbone,ozone,particules_fines,dioxyde_soufre
03006 - Québec - Vieux-Limoilou,2025-07-31 09:00:00,0.0788,0.1379,22.5807,2.7691,0.095
03006 - Québec - Vieux-Limoilou,2025-07-31 10:00:00,0.0451,0.1346,23.9286,2.721,0.03
03006 - Québec - Vieux-Limoilou,2025-07-31 11:00:00,0.0692,0.1405,24.1289,3.0782,0.036
03006 - Québec - Vieux-Limoilou,2025-07-31 12:00:00,0.0508,0.1355,26.4076,2.844,0.036
03006 - Québec - Vieux-Limoilou,2025-07-31 13:00:00,0.0518,0.1271,26.364,3.1135,0.0393
03006 - Québec - Vieux-Limoilou,2025-07-31 14:00:00,0.0587,0.1268,25.2082,3.0864,0.0408
03006 - Québec - Vieux-Limoilou,2025-07-31 15:00:00,0.0554,0.1361,24.8432,2.9753,0.0425
03006 - Québec - Vieux-Limoilou,2025-07-31 16:00:00,0.05,0.1416,25.2358,2.6632,0.0408
03006 - Québec - Vieux-Limoilou,2025-07-31 17:00:00,0.0502,0.1326,24.7393,2.7062,0.047
03006 - Québec - Vieux-Limoilou,2025-07-31 18:00:00,0.0853,0.1326,22.996,2.2197,0.0413
03006 - Québec - Vieux-Limoilou,2025-07-31 19:00:00,0.1094,0.13,22.3601,2.2577,0.0328
03006 - Québec - Vieux-Limoilou,2025-07-31 20:00:00,0.1229,0.1298,20.9134,2.7069,0.0413
03006 - Québec - Vieux-Limoilou,2025-07-31 21:00:00,0.1888,0.1308,17.4214,2.881,0.087
03006 - Québec - Vieux-Limoilou,2025-07-31 22:00:00,0.1818,0.131,17.8753,3.3022,0.0795
03006 - Québec - Vieux-Limoilou,2025-07-31 23:00:00,0.1512,0.1376,16.2015,3.416,0.0847
