code_municipalite,municipalite,type_municipalite,region,indice_validite_pct,branchements_non_residentiels_comptes_pct,validite_disponible
59010,Sainte-Julie,Ville,Montérégie,66,1,TRUE
71115,Sainte-Justine-De-Newton,Municipalité,Montérégie,,1,FALSE
54025,Sainte-Madeleine,Village,Montérégie,69,0.99802761,TRUE
54030,Sainte-Marie-Madeleine,Paroisse,Montérégie,,1,FALSE
71110,Sainte-Marthe,Municipalité,Montérégie,,1,FALSE
70012,Sainte-Martine,Municipalité,Montérégie,64,0.86714116,TRUE
53025,Sainte-Victoire-De-Sorel,Municipalité,Montérégie,,1,FALSE
70052,Salaberry-De-Valleyfield,Ville,Montérégie,63,1,TRUE
53052,Sorel-Tracy,Ville,Montérégie,60,0.63162791,TRUE
71075,Terrasse-Vaudreuil,Municipalité,Montérégie,57,0.99827615,TRUE
71125,Très-Saint-Rédempteur,Municipalité,Montérégie,,1,FALSE
69030,Très-Saint-Sacrement,Paroisse,Montérégie,,1,FALSE
48038,Upton,Municipalité,Montérégie,59,1,TRUE
59020,Varennes,Ville,Montérégie,58,0.31565968,TRUE
71083,Vaudreuil-Dorion,Ville,Montérégie,59,0.94918033,TRUE
71090,Vaudreuil-Sur-Le-Lac,Village,Montérégie,45,1,TRUE
56005,Venise-En-Québec,Municipalité,Montérégie,54,1,TRUE
59025,Verchères,Municipalité,Montérégie,65,1,TRUE
53072,Yamaska,Municipalité,Montérégie,74,1,TRUE
99020,Chapais,Ville,Nord-du-Québec,66,0.31111111,TRUE
99025,Chibougamau,Ville,Nord-du-Québec,60,0.72177419,TRUE
99060,Gouvernement Régional D'eeyou Istchee Baie-James,GR,Nord-du-Québec,,,FALSE
99005,Lebel-Sur-Quévillon,Ville,Nord-du-Québec,59,0,TRUE
99015,Matagami,Ville,Nord-du-Québec,44,0,TRUE
84050,Alleyn-Et-Cawood,Municipalité,Outaouais,,,FALSE
83090,Aumond,Canton,Outaouais,,,FALSE
83045,Blue Sea,Municipalité,Outaouais,,,FALSE
80115,Boileau,Municipalité,Outaouais,,,FALSE
83085,Bois-Franc,Municipalité,Outaouais,,,FALSE
83050,Bouchette,Municipalité,Outaouais,,,FALSE
80145,Bowman,Municipalité,Outaouais,,,FALSE
84005,Bristol,Municipalité,Outaouais,,,FALSE
84025,Bryson,Municipalité,Outaouais,,,FALSE
84030,Campbell's Bay,Municipalité,Outaouais,59,0.03448276,TRUE
82020,Cantley,Municipalité,Outaouais,,,FALSE
83040,Cayamant,Municipalité,Outaouais,,,FALSE
82025,Chelsea,Municipalité,Outaouais,64,1,TRUE
84090,Chichester,Canton,Outaouais,,,FALSE
80103,Chénéville,Municipalité,Outaouais,59,0.02985075,TRUE
84015,Clarendon,Municipalité,Outaouais,,,FALSE
83005,Denholm,Municipalité,Outaouais,,,FALSE
80135,Duhamel,Municipalité,Outaouais,58,0,TRUE
83070,Déléage,Municipalité,Outaouais,60,0.16666667,TRUE
83075,Egan-Sud,Municipalité,Outaouais,,,FALSE
80005,Fassett,Municipalité,Outaouais,41,0,TRUE
84060,Fort-Coulonge,Village,Outaouais,53,0,TRUE
81017,Gatineau,Ville,Outaouais,66,0.81128585,TRUE
83032,Gracefield,Ville,Outaouais,58,0.08955224,TRUE
83095,Grand-Remous,Municipalité,Outaouais,,,FALSE
83015,Kazabazua,Municipalité,Outaouais,,,FALSE
82005,L'ange-Gardien (07),Municipalité,Outaouais,,,FALSE
84082,L'isle-Aux-Allumettes,Municipalité,Outaouais,58,1,TRUE
84035,L'île-Du-Grand-Calumet,Municipalité,Outaouais,,,FALSE
82035,La Pêche,Municipalité,Outaouais,,,FALSE
80130,Lac-Des-Plages,Municipalité,Outaouais,,,FALSE
83020,Lac-Sainte-Marie,Municipalité,Outaouais,58,0,TRUE
80095,Lac-Simon,Municipalité,Outaouais,,,FALSE
84040,Litchfield,Municipalité,Outaouais,,,FALSE
80055,Lochaber,Canton,Outaouais,,,FALSE
80060,Lochaber-Partie-Ouest,Canton,Outaouais,,,FALSE
83010,Low,Canton,Outaouais,,,FALSE
83065,Maniwaki,Ville,Outaouais,63,0.32034632,TRUE
84065,Mansfield-Et-Pontefract,Municipalité,Outaouais,,,FALSE
80065,Mayo,Municipalité,Outaouais,,,FALSE
83060,Messines,Municipalité,Outaouais,,,FALSE
83088,Montcerf-Lytton,Municipalité,Outaouais,,,FALSE
80010,Montebello,Municipalité,Outaouais,58,1,TRUE
80090,Montpellier,Municipalité,Outaouais,59,0,TRUE
80085,Mulgrave-Et-Derry,Municipalité,Outaouais,,,FALSE
80110,Namur,Municipalité,Outaouais,,,FALSE
80015,Notre-Dame-De-Bonsecours,Municipalité,Outaouais,,,FALSE
80020,Notre-Dame-De-La-Paix,Municipalité,Outaouais,,,FALSE
80087,Notre-Dame-De-La-Salette,Municipalité,Outaouais,58,0,TRUE
84055,Otter Lake,Municipalité,Outaouais,62,0.44444444,TRUE
80037,Papineauville,Municipalité,Outaouais,61,0.93333333,TRUE
80045,Plaisance,Municipalité,Outaouais,,,FALSE
82030,Pontiac,Municipalité,Outaouais,,,FALSE
84020,Portage-Du-Fort,Village,Outaouais,,,FALSE
84100,Rapides-Des-Joachims,Municipalité,Outaouais,,,FALSE
80078,Ripon,Municipalité,Outaouais,59,0,TRUE
80027,Saint-André-Avellin,Municipalité,Outaouais,61,0.51886792,TRUE
80070,Saint-Sixte,Municipalité,Outaouais,,,FALSE
80125,Saint-Émile-De-Suffolk,Municipalité,Outaouais,,,FALSE
83055,Sainte-Thérèse-De-La-Gatineau,Municipalité,Outaouais,,,FALSE
84010,Shawville,Municipalité,Outaouais,,,FALSE
84095,Sheenboro,Municipalité,Outaouais,,,FALSE
84045,Thorne,Municipalité,Outaouais,,,FALSE
80050,Thurso,Ville,Outaouais,58,0.5625,TRUE
80140,Val-Des-Bois,Municipalité,Outaouais,,,FALSE
82015,Val-Des-Monts,Municipalité,Outaouais,,,FALSE
84070,Waltham,Municipalité,Outaouais,,,FALSE
92030,Albanel,Municipalité,Saguenay–Lac-Saint-Jean,57,0,TRUE
93042,Alma,Ville,Saguenay–Lac-Saint-Jean,65,0.56949153,TRUE
94250,Bégin,Municipalité,Saguenay–Lac-Saint-Jean,60,0.58823529,TRUE
91020,Chambord,Municipalité,Saguenay–Lac-Saint-Jean,43,0.10043668,TRUE
93005,Desbiens,Ville,Saguenay–Lac-Saint-Jean,57,0,TRUE
92022,Dolbeau-Mistassini,Ville,Saguenay–Lac-Saint-Jean,61,0.39618644,TRUE
94220,Ferland-Et-Boilleau,Municipalité,Saguenay–Lac-Saint-Jean,58,0,TRUE
92055,Girardville,Municipalité,Saguenay–Lac-Saint-Jean,57,0.21875,TRUE
93020,Hébertville,Municipalité,Saguenay–Lac-Saint-Jean,56,0.01282051,TRUE
93025,Hébertville-Station,Village,Saguenay–Lac-Saint-Jean,43,0,TRUE
94210,L'anse-Saint-Jean,Municipalité,Saguenay–Lac-Saint-Jean,61,0.01381215,TRUE
93065,L'ascension-De-Notre-Seigneur,Paroisse,Saguenay–Lac-Saint-Jean,61,1,TRUE
91050,La Doré,Paroisse,Saguenay–Lac-Saint-Jean,60,0.7826087,TRUE
93055,Labrecque,Municipalité,Saguenay–Lac-Saint-Jean,60,0.28,TRUE
91005,Lac-Bouchette,Municipalité,Saguenay–Lac-Saint-Jean,61,0.68181818,TRUE
93060,Lamarche,Municipalité,Saguenay–Lac-Saint-Jean,45,0,TRUE
94265,Larouche,Municipalité,Saguenay–Lac-Saint-Jean,64,0,TRUE
93012,Métabetchouan-Lac-À-La-Croix,Ville,Saguenay–Lac-Saint-Jean,59,0.00613497,TRUE
92040,Normandin,Ville,Saguenay–Lac-Saint-Jean,61,1,TRUE
92060,Notre-Dame-De-Lorette,Municipalité,Saguenay–Lac-Saint-Jean,,,FALSE
94205,Petit-Saguenay,Municipalité,Saguenay–Lac-Saint-Jean,57,0.04545455,TRUE
92010,Péribonka,Municipalité,Saguenay–Lac-Saint-Jean,,,FALSE
94215,Rivière-Éternité,Municipalité,Saguenay–Lac-Saint-Jean,44,0,TRUE
91025,Roberval,Ville,Saguenay–Lac-Saint-Jean,65,0.94202899,TRUE
94068,Saguenay,Ville,Saguenay–Lac-Saint-Jean,63,0.70684632,TRUE
94255,Saint-Ambroise,Municipalité,Saguenay–Lac-Saint-Jean,,,FALSE
91010,Saint-André-Du-Lac-Saint-Jean,Village,Saguenay–Lac-Saint-Jean,59,0,TRUE
92005,Saint-Augustin (02),Paroisse,Saguenay–Lac-Saint-Jean,60,0.79166667,TRUE
93030,Saint-Bruno,Municipalité,Saguenay–Lac-Saint-Jean,64,0.78169014,TRUE
94260,Saint-Charles-De-Bourget,Municipalité,Saguenay–Lac-Saint-Jean,57,0.92857143,TRUE
94245,Saint-David-De-Falardeau,Municipalité,Saguenay–Lac-Saint-Jean,58,1,TRUE
92050,Saint-Edmond-Les-Plaines,Municipalité,Saguenay–Lac-Saint-Jean,57,0,TRUE
92065,Saint-Eugène-D'argentenay,Municipalité,Saguenay–Lac-Saint-Jean,58,0,TRUE
91015,Saint-François-De-Sales,Municipalité,Saguenay–Lac-Saint-Jean,43,0.2,TRUE
94235,Saint-Fulgence,Municipalité,Saguenay–Lac-Saint-Jean,53,0.86666667,TRUE
91042,Saint-Félicien,Ville,Saguenay–Lac-Saint-Jean,60,0.63862928,TRUE
94225,Saint-Félix-D'otis,Municipalité,Saguenay–Lac-Saint-Jean,60,0,TRUE
93035,Saint-Gédéon,Municipalité,Saguenay–Lac-Saint-Jean,56,0.04109589,TRUE
93070,Saint-Henri-De-Taillon,Municipalité,Saguenay–Lac-Saint-Jean,64,1,TRUE
94240,Saint-Honoré,Ville,Saguenay–Lac-Saint-Jean,61,0.07438017,TRUE
93080,Saint-Ludger-De-Milot,Municipalité,Saguenay–Lac-Saint-Jean,43,0.09677419,TRUE
93045,Saint-Nazaire,Municipalité,Saguenay–Lac-Saint-Jean,59,0.23076923,TRUE
91035,Saint-Prime,Municipalité,Saguenay–Lac-Saint-Jean,,,FALSE
92070,Saint-Stanislas (02),Municipalité,Saguenay–Lac-Saint-Jean,68,1,TRUE
92045,Saint-Thomas-Didyme,Municipalité,Saguenay–Lac-Saint-Jean,57,0,TRUE
91030,Sainte-Hedwidge,Municipalité,Saguenay–Lac-Saint-Jean,59,1,TRUE
92015,Sainte-Jeanne-D'arc (02),Village,Saguenay–Lac-Saint-Jean,57,1,TRUE
93075,Sainte-Monique (02),Municipalité,Saguenay–Lac-Saint-Jean,57,0.62962963,TRUE
94230,Sainte-Rose-Du-Nord,Paroisse,Saguenay–Lac-Saint-Jean,59,0.90909091,TRUE
