Code_Cs,Nom_Cs,Code_Org,Nom_Org,IMSE,Rang_Decile_IMSE,SFR,Rang_Decile_SFR,Nbre_Eleves,Diffusion,Annee_Scol
711000,Centre de services scolaire des Monts-et-Marées (711000),711002,École Lac-au-Saumon (711002),10.4187626666667,9,1.33371857142857,2,105,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711007,École Saint-Vianney - Saint-Tharcisius (711007),,,,,,NON,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711009,École Victor-Côté (711009),9.40604229166666,8,5.99614993055555,7,144,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711012,École Caron (711012),7.21351318471338,6,3.31418095541401,5,157,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711014,École Saint-Léon-le-Grand (711014),11.7021143421053,9,0.0722569736842105,1,76,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711019,École Bon-Pasteur (711019),8.00059278787878,7,5.09664012121212,7,165,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711027,École Saint-Victor (711027),8.41834897727272,7,0.998785568181818,1,88,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711037,École Zénon-Soucy (711037),11.0977982142857,9,4.38238739285714,6,280,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711038,École Val-Brillant (711038),5.45670921052631,4,5.14305903508773,7,114,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711040,École Sainte-Ursule (711040),7.86417571999999,7,2.28561436,3,250,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711101,École Entre-Vents-et-Marées (711101),4.29651963636363,3,0.245902,1,110,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711102,École des Grands-Horizons (711102),13.2600758461539,10,0.748606153846154,1,130,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711103,École de Sayabec (711103),7.74654680000001,7,1.0000003,1,100,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711104,École des Trois-Boisés (711104),11.5464479220779,9,4.39560571428572,6,77,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711105,École des Érables (711105),8.969135125,8,2.01726,3,80,OUI,2025-2026
711000,Centre de services scolaire des Monts-et-Marées (711000),711106,École Forimont (711106),12.4723549295775,9,3.00612563380281,4,142,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712001,École de l'Écho-des-Montagnes-Lavoie (712001),9.31401877862597,8,1.40710343511451,2,131,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712002,École de l'Estran (712002),3.58593599264705,2,2.02837415441177,3,272,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712004,École Élisabeth-Turgeon (712004),6.14370799007444,5,2.35071429280397,3,403,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712005,École du Mistral (712005),,,,,,NON,2025-2026
712000,Centre de services scolaire des Phares (712000),712006,École de Sainte-Luce-des Bois-et-Marées (712006),5.50884491228068,4,0.879470000000001,1,171,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712007,École du Grand-Pavois (712007),14.1645144290658,10,2.84051678200693,4,289,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712009,École de l'Aquarelle (712009),9.00438103542232,8,3.04303722070844,4,367,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712011,École de la Colombe (712011),,,,,,NON,2025-2026
712000,Centre de services scolaire des Phares (712000),712014,École des Sources-Lévesque (712014),6.49626149253729,5,0.89883850746269,1,268,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712015,École de Mont-Saint-Louis-Saint-Rosaire (712015),7.0543886938776,6,0.89479346938776,1,245,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712016,École du Boisé-des-Prés (712016),2.39501394179894,1,1.32916187830688,2,378,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712019,École de la Rose-des-Vents (712019),5.14849736,4,0.6982484,1,250,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712020,École des Merisiers (712020),4.05186787037037,3,0.108232361111111,1,216,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712021,École des Beaux-Séjours (712021),4.32134706624606,3,0.614535804416403,1,317,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712022,École du Rocher-D'Auteuil (712022),3.21350147679324,2,1.37048582278481,2,237,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712025,École Boijoli (712025),11.7063204225352,9,1.62963774647887,2,71,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712030,École des Alizés (712030),9.41407995475113,8,2.3606586877828,3,221,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712031,École Norjoli (712031),9.55284384259258,8,2.30051092592592,3,216,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712032,École des Cheminots (712032),10.412662631579,9,3.14079118421052,4,228,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712034,École du Portage (712034),17.2324619565217,10,1.90255,3,92,OUI,2025-2026
712000,Centre de services scolaire des Phares (712000),712036,École des Hauts-Plateaux (712036),11.965597734375,9,1.3914028125,2,128,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713001,École Litalien (713001),7.53074693181821,7,1.31198215909091,2,176,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713002,École Gérard-Collin (713002),4.14010051282052,3,1.5295767948718,2,156,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713004,École du Jall (713004),8.96501338461539,8,0.947546923076923,1,65,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713005,École Chanoine-Côté (713005),8.41135734042555,7,1.7676864893617,2,94,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713006,École primaire de Dégelis (713006),8.44598820754719,7,0.388374716981133,1,106,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713007,École des Jolis-Vents (713007),6.39528684615386,5,0.587033,1,130,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713009,École de Saint-Jean-de-Dieu (713009),7.53736905660378,7,0.608741886792454,1,106,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713010,École de Beaucourt - Saint-Eusèbe (713010),3.21984274193548,2,0.714695322580645,1,62,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713022,École primaire du Transcontinental (713022),11.9841257560975,9,1.53169356097561,2,205,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713037,École Notre-Dame (713037),6.64473483050849,6,1.18280542372881,1,118,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713100,École Georges-Gauvin (713100),7.10151771084338,6,0.101213674698795,1,166,OUI,2025-2026
713000,Centre de services scolaire du Fleuve-et-des-Lacs (713000),713108,École La Source (713108),11.4073888043478,9,0.0693459782608696,1,92,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714001,"École Moisson-d'Arts, La Chanterelle, Notre-Dame-du-Sourire et Riou (714001)",6.46434208588957,5,0.0622829447852761,1,163,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714002,École Vents-et-Marées et Desbiens (714002),2.24299342342343,1,0.720203198198199,1,222,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714003,École des Vieux-Moulins et Saint-Modeste (714003),9.76044015706803,8,1.13366984293194,1,191,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714004,École Roy et Joly (714004),7.10856842105262,6,6.24005189473685,7,190,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714005,École internationale Saint-François-Xavier (714005),6.60713330855015,6,1.43406535315985,2,269,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714006,École La Croisée (714006),5.92384450450448,5,2.30030747747747,3,333,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714007,École Notre-Dame-du-Portage et Les Pèlerins (714007),5.73238485714285,5,0.0177259047619048,1,105,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714008,École Lanouette (714008),4.305974251497,3,0.825217005988022,1,334,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714009,École de la Grande-Ourse (714009),2.75965904580152,1,0.577429351145038,1,262,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714010,"École Hudon-Ferland, Sainte-Hélène et Saint-Louis de Saint-Joseph (714010)",5.77648996323526,5,0.0183358455882353,1,272,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714011,"École Monseigneur-Boucher, Saint-Louis et Saint-Bruno (714011)",8.0350220158103,7,2.32035430830038,3,253,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714012,"École Saint-Philippe, Notre-Dame et J.-C.-Chapais (714012)",5.39414123188405,4,1.68758108695652,2,138,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714014,École Sacré-Coeur (714014),7.75036444866924,7,3.60449566539923,5,263,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714015,"École de la Marée-Montante, de l'Orée-des-Bois et de l'Étoile-Filante (714015)",2.85623167832168,1,2.33966335664335,3,143,OUI,2025-2026
714000,Centre de services scolaire de Kamouraska-Rivière-du-Loup (714000),714016,"École des Vents-et-Marées, de la Pruchière et de l'Amitié (714016)",9.32956144144143,8,2.42101684684685,3,111,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721006,École Boisjoli--des Deux-Lacs (721006),8.60214838709676,7,1.49513419354839,2,62,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721009,École de la Rivière (721009),7.11240340425531,6,1.46797106382979,2,47,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721011,École Benoît-Duhamel (721011),3.32322303135888,2,1.1498687804878,1,287,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721012,École Notre-Dame (721012),5.91985572847684,5,1.34622433774834,2,302,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721014,École Jolivent--L'Arbrisseau (721014),6.41766966101694,5,0.43812813559322,1,118,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721030,École Maria-Goretti (721030),10.377605625,9,0.983524999999999,1,80,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721031,École Carrefour étudiant (721031),6.75674123595506,6,0.227417752808989,1,89,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721032,École Hébert (721032),6.18921731404958,5,2.16813628099174,3,242,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721033,École Monseigneur Bluteau (721033),4.35458470338983,3,1.06398902542373,1,236,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721035,École Jeanne-Mance--Pie XII (721035),6.61961823232324,6,0.37481,1,198,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721051,École Sainte-Marie (721051),9.46821192660553,8,0.38411119266055,1,218,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721053,École Jean XXIII--Saint-Lucien (721053),8.6096188,7,0,1,50,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721056,École Sainte-Lucie (721056),5.76295962686567,5,0.906567164179106,1,134,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721059,École Notre-Dame-de-Lourdes (721059) 2020,11.3715615384615,9,0.0131492307692308,1,78,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721074,École Sacré-Coeur--Sainte-Thérèse (721074),5.25835433962264,4,1.2629198951782,2,477,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721078,École Bon-Pasteur (721078),5.26316000000001,4,0.526319999999999,1,86,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721080,École Notre-Dame-des-Anges--Saint-Louis-de-Gonzague (721080),7.16308852459017,6,1.87938696721312,2,366,OUI,2025-2026
721000,Centre de services scolaire du Pays-des-Bleuets (721000),721083,École La Source--Les Prés Verts (721083),9.1203185106383,8,0.179172765957447,1,47,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722101,École Albert-Naud (722101),4.73716093959731,3,5.1914277181208,7,149,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722106,École Saint-Julien (722106),5.73287928571429,5,2.4935968877551,3,196,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722107,École Saint-Joseph (722107),6.66848678278688,6,6.47280014344262,7,488,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722109,École Saint-Pierre (722109),4.37623676258995,3,3.03547971223022,4,417,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722111,École Saint-Sacrement (722111),11.6727168722467,9,9.98979850220265,8,227,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722113,École Notre-Dame (722113),7.08897820652174,6,1.05297364130435,1,184,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722202,École Maria (722202),7.69243518918919,7,5.0316028108108,7,185,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722203,École Bon-Pasteur (722203),9.88268,8,6.169993,7,60,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722204,École Saint-Léon (722204),7.56237258426967,7,0.721802921348315,1,89,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722206,École Notre-Dame-de-Lorette (722206),7.94684357575758,7,2.55607727272727,4,165,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722207,École Sainte-Hélène (722207),10.4821578125,9,6.9277434375,7,32,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722208,École Notre-Dame-du-Rosaire (722208),,,,,,NON,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722210,École primaire Garnier (722210),10.7632671317829,9,5.6989168992248,7,129,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722240,École Jean XXIII (722240),4.89040703125001,4,2.02437984375,3,64,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722241,École Saint-Antoine (722241),7.8346419402985,7,4.40397305970149,6,134,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722242,École Saint-Joseph (722242),2.93757686046511,2,1.82755796511628,2,172,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722243,École Saint-Gérard (722243),4.60302133333333,3,8.10754093333333,8,75,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722245,École du Bon Conseil (722245),7.25641547826088,6,4.8203295652174,6,115,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722248,École Monseigneur Victor (722248),5.97881791666667,5,2.55644157407407,4,216,OUI,2025-2026
722000,Centre de services scolaire du Lac-Saint-Jean (722000),722249,École primaire Saint-Bruno (722249),0.921163537735854,1,3.63450141509433,5,212,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723101,École Sainte-Claire (723101),5.35080418719212,4,2.29069118226601,3,203,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723104,École Saint-Coeur-de-Marie--Saint-Antoine (723104),3.32299069230769,2,5.59865096153847,7,260,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723105,École De La Pulperie (723105),4.43309534954407,3,3.76511513677812,5,329,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723114,École Boréale--L'Horizon (723114),3.45057072916666,2,3.40016743055555,5,288,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723116,École Félix-Antoine-Savard (723116),4.12378305841925,3,2.9468035395189,4,291,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723117,École André-Gagnon (723117),3.57004681102362,2,3.28565570866142,5,254,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723119,École Des Quatre-Vents (723119),5.79097579310344,5,2.50896068965517,3,145,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723121,École Saint-Isidore--Saint-Denis (723121),6.08023539033457,5,4.70993899628253,6,269,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723125,École Vanier (723125),2.87375903061225,1,3.32187382653061,5,196,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723126,École Notre-Dame--Des Jolis-Prés (723126),2.75083825203251,1,0.741236463414634,1,492,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723127,École Notre-Dame-du-Rosaire (723127),4.7050505490196,3,3.50741996078431,5,255,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723129,École Le Roseau (723129),7.22370172413792,6,5.05044158620689,7,145,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723131,École Mont-Valin (723131),2.186713046875,1,1.37726484375,2,128,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723132,École Médéric-Gravel (723132),6.91862145772594,6,1.99794104956268,3,343,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723134,École Sainte-Rose (723134),,,,,,NON,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723135,École Saint-Joseph (723135),6.43115163265304,5,1.26640741496599,2,294,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723136,École Saint-Gabriel (723136),3.08374352941176,2,0,1,51,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723137,École Du Vallon (723137),13.162118,10,3.043767,4,40,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723140,École Saint-Félix (723140),2.95613902439025,2,0.0583580487804878,1,41,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723141,École Marie-Médiatrice (723141),,,,,,NON,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723142,École Jean-Fortin--La Source (723142),6.04066353571426,5,2.12347035714283,3,560,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723144,École Saint-David (723144),7.44344101351354,6,2.2380852027027,3,148,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723145,École secondaire Charles-Gravel (723145),,,,,,NON,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723146,École Au Millénaire (723146),5.70862393333334,5,1.90315206666667,3,150,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723148,École Sainte-Thérèse (723148),5.44806481171549,4,2.96542966527197,4,239,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723152,École La Carrière (723152),5.43541084444443,4,1.68721288888889,2,225,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723154,École de l'Étincelle (723154),7.94647877272726,7,10.7311158181818,9,220,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723172,École primaire et secondaire Fréchette (723172),13.51351,10,3.0853,4,67,OUI,2025-2026
723000,Centre de services scolaire des Rives-du-Saguenay (723000),723175,École secondaire de l'Odyssée (723175),4.45028881118881,3,3.31251083916084,5,143,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724003,École secondaire des Bâtisseurs (724003),,,,,,NON,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724021,École Notre-Dame-de-l'Assomption (724021),2.78115833810889,1,3.41704091690544,5,349,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724022,École Notre-Dame-du-Sourire (724022),6.12991978339348,5,1.98541602888086,3,277,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724024,École Sainte-Bernadette (724024),2.19072612244898,1,3.2721373877551,5,245,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724025,École Sainte-Lucie (724025),2.48546121710526,1,2.88376799342105,4,304,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724030,Collège Saint-Ambroise (724030),9.03587228782286,8,7.9521517712177,8,271,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724031,École Sainte-Cécile (724031),4.14047829710145,3,3.9037384057971,6,276,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724033,École Sacré-Coeur (724033),6.81998972881355,6,7.20767935593221,7,295,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724034,École Bois-Joli (724034),3.95445547794118,3,1.32604529411765,2,272,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724035,École Saint-Jean-de-Bégin (724035),10.89606,9,2.23529,3,64,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724036,École Saint-Charles (724036),0.681007142857143,1,0.283703766233766,1,77,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724040,École de la Mosaïque (724040),9.15131792642139,8,8.29575859531772,8,299,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724041,École Marguerite-Belley (724041),5.87764358851674,5,2.62952220095694,4,209,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724044,École Sainte-Marie-Médiatrice (724044),7.19498525735295,6,5.78873235294117,7,272,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724045,École Trefflé-Gauthier (724045),4.28686718309859,3,2.35305640845071,3,142,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724046,École le Tandem (724046),6.45713528528528,5,5.27847321321323,7,333,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724047,École Saint-Jean-Baptiste (724047),5.28294844748858,4,2.70269031963471,4,219,OUI,2025-2026
724000,Centre de services scolaire De La Jonquière (724000),724048,École Du Versant (724048),8.01339310077521,7,3.80118511627906,5,129,OUI,2025-2026
731000,Centre de services scolaire de Charlevoix (731000),731003,École Les Marées montantes (731003),8.91371214876033,8,1.91661173553719,3,484,OUI,2025-2026
731000,Centre de services scolaire de Charlevoix (731000),731004,École L'Écho des trois montagnes (731004),6.9826818258427,6,2.95590932584268,4,356,OUI,2025-2026
731000,Centre de services scolaire de Charlevoix (731000),731005,École de la Rose-des-Vents (731005),6.76128550925928,6,1.39672962962963,2,216,OUI,2025-2026
731000,Centre de services scolaire de Charlevoix (731000),731006,École Valléemont (731006),5.52762279761904,4,1.35635259920635,2,504,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732002,École Anne-Hébert (732002),3.1331233116883,2,7.61359296536795,8,462,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732003,École Sans-Frontière (732003),20.4720087912088,10,15.4720213186813,10,273,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732004,École de Château-d'Eau (732004),3.83218108024692,2,2.91966262345678,4,324,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732005,École de La Chanterelle (732005),2.03469801204819,1,3.01164021084337,4,332,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732006,École de La Chaumière (732006),2.47766625396825,1,3.72462298412699,5,315,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732007,École de La Source (732007),4.64021809210527,3,3.8028125,5,152,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732008,École de l'Accueil (732008),3.04962989919355,2,1.73717173387097,2,496,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732009,École de l'Apprenti-Sage (732009),2.78477916844349,1,4.87056855010659,6,469,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732010,École de l'Arc-en-Ciel - de l'Aventure (732010),3.81850375979114,2,8.89957840731075,8,383,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732012,École Dominique-Savio (732012),8.21113991935484,7,16.7490375403226,10,248,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732013,École des Écrivains (732013),4.79401981042656,3,1.82925383886256,2,211,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732014,École du Beau-Séjour (732014),2.88715777777778,1,1.76392452991453,2,234,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732015,École du Buisson (732015),6.13575409638551,5,10.7360473192771,9,332,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732016,École Du Domaine (732016),3.79832482300884,2,5.65985440265486,7,452,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732017,École du Joli-Bois (732017),9.03043355029583,8,0.0125674556213018,1,169,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732018,École du Val-Joli (732018),2.14410967391304,1,2.28121447463768,3,552,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732019,École du Vignoble (732019),3.68020000000001,2,0.39323075862069,1,290,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732023,École Jean-XXIII (732023),3.7837030541872,2,2.03911768472906,3,203,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732024,École Jules-Émond - Amédée-Boutin (732024),3.43698897435899,2,1.86344673659674,2,429,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732025,École Les Prés-Verts - Saint-Bernard (732025),2.21393033519552,1,3.11779519553074,4,895,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732026,École Marguerite-Bourgeoys (732026),11.9554742372881,9,17.0087350847458,10,236,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732027,École de L'Escabelle (732027),2.28681789762341,1,3.38317787934188,5,547,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732028,École de la Mosaïque (732028),6.55504025270757,6,6.73190512635378,7,277,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732030,École d'éducation internationale Notre-Dame-des-Neiges (732030),2.28886487364621,1,4.35095115523465,6,277,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732031,École Notre-Dame-du-Canada (732031),13.4684375464684,10,15.0488800743494,10,269,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732033,École Sacré-Coeur (732033),15.0769457004831,10,20.0696592753623,10,207,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732035,École Saint-Albert-le-Grand (732035),11.2161130205278,9,13.2409249560118,9,341,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732038,École Saint-Claude (732038),3.17734910714287,2,3.29332997448979,5,392,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732039,École Saint-Fidèle (732039),3.8830408303249,2,10.4141801444043,8,277,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732040,École de la Grande-Hermine (732040),5.59076027237355,4,10.0600094552529,8,257,OUI,2025-2026
732000,Centre de services scolaire de la Capitale (732000),732041,École Saint-Jean-Baptiste (732041),6.96723861386139,6,13.2210314851485,9,202,OUI,2025-2026
