municipality_code,municipality,municipality_type,region,validity_index_pct,metered_non_residential_connections_pct,validity_available
04030,La Martre,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
01023,Les Îles-De-La-Madeleine,Municipality,Gaspésie–Îles-de-la-Madeleine,61,0.41706161,TRUE
06005,Maria,Municipality,Gaspésie–Îles-de-la-Madeleine,50,0.9668435,TRUE
04025,Marsoui,Village,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
06045,Matapédia,Municipality,Gaspésie–Îles-de-la-Madeleine,52,0.99784676,TRUE
04015,Mont-Saint-Pierre,Village,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
03025,Murdochville,City,Gaspésie–Îles-de-la-Madeleine,61,0.93415638,TRUE
05040,New Carlisle,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
05070,New Richmond,City,Gaspésie–Îles-de-la-Madeleine,57,0.65447154,TRUE
06020,Nouvelle,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
05032,Paspébiac,City,Gaspésie–Îles-de-la-Madeleine,42,0.99107489,TRUE
02005,Percé,City,Gaspésie–Îles-de-la-Madeleine,46,0.94421907,TRUE
03015,Petite-Vallée,Municipality,Gaspésie–Îles-de-la-Madeleine,43,0.99458484,TRUE
06030,Pointe-À-La-Croix,Municipality,Gaspésie–Îles-de-la-Madeleine,55,0.87468031,TRUE
02047,Port-Daniel-Gascons,Municipality,Gaspésie–Îles-de-la-Madeleine,47,0.93809524,TRUE
06035,Ristigouche-Partie-Sud-Est,Township,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
04020,Rivière-À-Claude,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
06050,Saint-Alexis-De-Matapédia,Municipality,Gaspésie–Îles-de-la-Madeleine,57,0.99016393,TRUE
05065,Saint-Alphonse,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
06040,Saint-André-De-Restigouche,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
05050,Saint-Elzéar (11),Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
06055,Saint-François-D'assise,Municipality,Gaspésie–Îles-de-la-Madeleine,59,0.95368421,TRUE
05015,Saint-Godefroi,Township,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
04010,Saint-Maxime-Du-Mont-Louis,Municipality,Gaspésie–Îles-de-la-Madeleine,55,0.99137931,TRUE
05055,Saint-Siméon (11),Parish,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
04037,Sainte-Anne-Des-Monts,City,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
04005,Sainte-Madeleine-De-La-Rivière-Madeleine,Municipality,Gaspésie–Îles-de-la-Madeleine,58,1,TRUE
02010,Sainte-Thérèse-De-Gaspé,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
05010,Shigawake,Municipality,Gaspésie–Îles-de-la-Madeleine,,1,FALSE
52035,Berthierville,City,Lanaudière,57,0.65526316,TRUE
60005,Charlemagne,City,Lanaudière,62,1,TRUE
62047,Chertsey,Municipality,Lanaudière,56,0.93710692,TRUE
61013,Crabtree,City,Lanaudière,62,1,TRUE
62053,Entrelacs,Municipality,Lanaudière,,1,FALSE
61025,Joliette,City,Lanaudière,61,0.98129093,TRUE
60028,L'assomption,City,Lanaudière,66,0.93220339,TRUE
60037,L'épiphanie,City,Lanaudière,64,1,TRUE
52050,La Visitation-De-L'île-Dupas,Municipality,Lanaudière,66,0.99668325,TRUE
52017,Lanoraie,Municipality,Lanaudière,56,1,TRUE
52007,Lavaltrie,City,Lanaudière,59,0.52617801,TRUE
52095,Mandeville,Municipality,Lanaudière,57,0.96858639,TRUE
64015,Mascouche,City,Lanaudière,64,0.23875115,TRUE
62055,Notre-Dame-De-La-Merci,Municipality,Lanaudière,,1,FALSE
61045,Notre-Dame-De-Lourdes (14),Municipality,Lanaudière,59,0.85945946,TRUE
61030,Notre-Dame-Des-Prairies,City,Lanaudière,62,0.91245791,TRUE
62037,Rawdon,Municipality,Lanaudière,61,1,TRUE
60013,Repentigny,City,Lanaudière,64,0.95364238,TRUE
63023,Saint-Alexis,Municipality,Lanaudière,59,0.94197292,TRUE
62025,Saint-Alphonse-Rodriguez,Municipality,Lanaudière,52,0.90980392,TRUE
61040,Saint-Ambroise-De-Kildare,Municipality,Lanaudière,60,1,TRUE
52055,Saint-Barthélemy,Parish,Lanaudière,68,1,TRUE
63055,Saint-Calixte,Municipality,Lanaudière,66,1,TRUE
61035,Saint-Charles-Borromée,City,Lanaudière,60,0.94086022,TRUE
52075,Saint-Cléophas-De-Brandon,Municipality,Lanaudière,,1,FALSE
52062,Saint-Cuthbert,Municipality,Lanaudière,67,1,TRUE
62065,Saint-Côme,Municipality,Lanaudière,60,0.98969072,TRUE
62075,Saint-Damien,Parish,Lanaudière,53,1,TRUE
52090,Saint-Didace,Parish,Lanaudière,63,0.98208955,TRUE
62060,Saint-Donat (14),Municipality,Lanaudière,63,1,TRUE
63030,Saint-Esprit,Municipality,Lanaudière,71,0.96031746,TRUE
62007,Saint-Félix-De-Valois,Municipality,Lanaudière,61,1,TRUE
52080,Saint-Gabriel,City,Lanaudière,61,0.48309179,TRUE
52085,Saint-Gabriel-De-Brandon,Municipality,Lanaudière,64,0.99929701,TRUE
52045,Saint-Ignace-De-Loyola,Municipality,Lanaudière,,1,FALSE
63013,Saint-Jacques,Municipality,Lanaudière,56,0.4140625,TRUE
62015,Saint-Jean-De-Matha,Municipality,Lanaudière,59,0.95372233,TRUE
63065,Saint-Liguori,Municipality,Lanaudière,52,0,TRUE
63048,Saint-Lin-Laurentides,City,Lanaudière,57,0.9308642,TRUE
62085,Saint-Michel-Des-Saints,Municipality,Lanaudière,59,0.95,TRUE
52070,Saint-Norbert,Parish,Lanaudière,,1,FALSE
61005,Saint-Paul,Municipality,Lanaudière,66,1,TRUE
61020,Saint-Pierre,Village,Lanaudière,,1,FALSE
63035,Saint-Roch-De-L'achigan,Municipality,Lanaudière,64,1,TRUE
63040,Saint-Roch-Ouest,Municipality,Lanaudière,,1,FALSE
60020,Saint-Sulpice,Parish,Lanaudière,,1,FALSE
61027,Saint-Thomas,Municipality,Lanaudière,74,1,TRUE
62080,Saint-Zénon,Municipality,Lanaudière,59,0.73770492,TRUE
62020,Sainte-Béatrix,Municipality,Lanaudière,,1,FALSE
52040,Sainte-Geneviève-De-Berthier,Municipality,Lanaudière,63,1,TRUE
63060,Sainte-Julienne,Municipality,Lanaudière,64,,TRUE
62030,Sainte-Marcelline-De-Kildare,Municipality,Lanaudière,52,0.87564767,TRUE
63005,Sainte-Marie-Salomé,Municipality,Lanaudière,,1,FALSE
61050,Sainte-Mélanie,Municipality,Lanaudière,51,1,TRUE
52030,Sainte-Élisabeth,Municipality,Lanaudière,63,1,TRUE
62070,Sainte-Émélie-De-L'énergie,Municipality,Lanaudière,59,1,TRUE
64008,Terrebonne,City,Lanaudière,60,0.98951232,TRUE
78070,Amherst,Township,Laurentides,59,0,TRUE
78060,Arundel,Township,Laurentides,,,FALSE
78050,Barkmere,City,Laurentides,,,FALSE
73015,Blainville,City,Laurentides,58,0.3471596,TRUE
73030,Bois-Des-Filion,City,Laurentides,65,1,TRUE
73005,Boisbriand,City,Laurentides,70,1,TRUE
76043,Brownsburg-Chatham,City,Laurentides,52,0.65909091,TRUE
78075,Brébeuf,Municipality,Laurentides,59,0.07142857,TRUE
79065,Chute-Saint-Philippe,Municipality,Laurentides,,,FALSE
72010,Deux-Montagnes,City,Laurentides,60,1,TRUE
77011,Estérel,City,Laurentides,60,1,TRUE
79097,Ferme-Neuve,Municipality,Laurentides,,,FALSE
76025,Gore,Township,Laurentides,,,FALSE
76055,Grenville,Village,Laurentides,63,0.69491525,TRUE
76052,Grenville-Sur-La-Rouge,Municipality,Laurentides,,,FALSE
76065,Harrington,Township,Laurentides,,,FALSE
78065,Huberdeau,Municipality,Laurentides,61,1,TRUE
78042,Ivry-Sur-Le-Lac,Municipality,Laurentides,,,FALSE
79025,Kiamika,Municipality,Laurentides,59,0.47368421,TRUE
79050,L'ascension,Municipality,Laurentides,59,0,TRUE
78115,La Conception,Municipality,Laurentides,58,0.18181818,TRUE
79047,La Macaza,Municipality,Laurentides,40,0,TRUE
78130,La Minerve,Municipality,Laurentides,59,0.64285714,TRUE
78120,Labelle,Municipality,Laurentides,59,0.6185567,TRUE
77055,Lac-Des-Seize-Îles,Municipality,Laurentides,,,FALSE
79078,Lac-Des-Écorces,Municipality,Laurentides,59,0.38095238,TRUE
79015,Lac-Du-Cerf,Municipality,Laurentides,,,FALSE
79060,Lac-Saguay,Village,Laurentides,,,FALSE
79105,Lac-Saint-Paul,Municipality,Laurentides,59,0.08333333,TRUE
78095,Lac-Supérieur,Municipality,Laurentides,45,0,TRUE
78127,Lac-Tremblant-Nord,Municipality,Laurentides,,,FALSE
76020,Lachute,City,Laurentides,60,0.97222222,TRUE
78015,Lantier,Municipality,Laurentides,,,FALSE
73025,Lorraine,City,Laurentides,76,1,TRUE
76030,Mille-Isles,Municipality,Laurentides,,,FALSE
74005,Mirabel,City,Laurentides,62,0.70550162,TRUE
78047,Mont-Blanc,Municipality,Laurentides,,,FALSE
79088,Mont-Laurier,City,Laurentides,64,0.13855422,TRUE
79110,Mont-Saint-Michel,Municipality,Laurentides,59,0,TRUE
78102,Mont-Tremblant,City,Laurentides,62,1,TRUE
78055,Montcalm,Municipality,Laurentides,,,FALSE
77050,Morin-Heights,Municipality,Laurentides,56,0.18918919,TRUE
79030,Nominingue,Municipality,Laurentides,56,0.54545455,TRUE
79010,Notre-Dame-De-Pontmain,Municipality,Laurentides,59,0,TRUE
79005,Notre-Dame-Du-Laus,Municipality,Laurentides,,,FALSE
72032,Oka,Municipality,Laurentides,,,FALSE
77030,Piedmont,Municipality,Laurentides,60,0.54032258,TRUE
72020,Pointe-Calumet,Municipality,Laurentides,61,0.11111111,TRUE
75040,Prévost,City,Laurentides,61,1,TRUE
79037,Rivière-Rouge,City,Laurentides,57,0.96825397,TRUE
73020,Rosemère,City,Laurentides,69,1,TRUE
77065,Saint-Adolphe-D'howard,Municipality,Laurentides,,,FALSE
79022,Saint-Aimé-Du-Lac-Des-Îles,Municipality,Laurentides,,,FALSE
76008,Saint-André-D'argenteuil,Municipality,Laurentides,59,0.09677419,TRUE
75005,Saint-Colomban,City,Laurentides,67,0.68965517,TRUE
72005,Saint-Eustache,City,Laurentides,62,1,TRUE
75045,Saint-Hippolyte,Municipality,Laurentides,56,1,TRUE
72025,Saint-Joseph-Du-Lac,Municipality,Laurentides,62,0.90566038,TRUE
75017,Saint-Jérôme,City,Laurentides,63,0.24260355,TRUE
72043,Saint-Placide,Municipality,Laurentides,59,0.57142857,TRUE
77043,Saint-Sauveur,City,Laurentides,59,1,TRUE
77022,Sainte-Adèle,City,Laurentides,65,1,TRUE
78032,Sainte-Agathe-Des-Monts,City,Laurentides,61,0.45378151,TRUE
77035,Sainte-Anne-Des-Lacs,Parish,Laurentides,,,FALSE
73035,Sainte-Anne-Des-Plaines,City,Laurentides,59,1,TRUE
79115,Sainte-Anne-Du-Lac,Municipality,Laurentides,60,0,TRUE
78020,Sainte-Lucie-Des-Laurentides,Municipality,Laurentides,57,0.83333333,TRUE
77012,Sainte-Marguerite-Du-Lac-Masson,City,Laurentides,57,0,TRUE
72015,Sainte-Marthe-Sur-Le-Lac,City,Laurentides,60,0.36923077,TRUE
75028,Sainte-Sophie,Municipality,Laurentides,59,0.23214286,TRUE
73010,Sainte-Thérèse,City,Laurentides,64,0.73207547,TRUE
78010,Val-David,Village,Laurentides,61,0.645,TRUE
78100,Val-Des-Lacs,Municipality,Laurentides,,,FALSE
78005,Val-Morin,Municipality,Laurentides,57,1,TRUE
76035,Wentworth,Township,Laurentides,,,FALSE
77060,Wentworth-Nord,Municipality,Laurentides,,,FALSE
65005,Laval,City,Laval,67,0.72485207,TRUE
37210,Batiscan,Municipality,Mauricie,,1,FALSE
37220,Champlain,Municipality,Mauricie,60,1,TRUE
51080,Charette,Municipality,Mauricie,57,0.8404908,TRUE
35040,Grandes-Piles,Village,Mauricie,,1,FALSE
35035,Hérouxville,Parish,Mauricie,48,0.99705015,TRUE
90017,La Bostonnais,Municipality,Mauricie,,,FALSE
90012,La Tuque,City,Mauricie,61,0.40874036,TRUE
35010,Lac-Aux-Sables,Parish,Mauricie,62,0.99980604,TRUE
90027,Lac-Édouard,Municipality,Mauricie,,,FALSE
51015,Louiseville,City,Mauricie,68,1,TRUE
51008,Maskinongé,Municipality,Mauricie,63,1,TRUE
35005,Notre-Dame-De-Montauban,Municipality,Mauricie,50,0.99955883,TRUE
37235,Notre-Dame-Du-Mont-Carmel,Parish,Mauricie,62,0.96367852,TRUE
35015,Saint-Adelphe,Parish,Mauricie,57,0.98809524,TRUE
51065,Saint-Alexis-Des-Monts,Parish,Mauricie,57,0.88311688,TRUE
51025,Saint-Barnabé,Parish,Mauricie,,1,FALSE
51085,Saint-Boniface,Municipality,Mauricie,57,0.29411765,TRUE
51045,Saint-Justin,Municipality,Mauricie,,1,FALSE
37225,Saint-Luc-De-Vincennes,Municipality,Mauricie,63,0,TRUE
51035,Saint-Léon-Le-Grand (04),Parish,Mauricie,,1,FALSE
51070,Saint-Mathieu-Du-Parc,Municipality,Mauricie,57,0.81944444,TRUE
37230,Saint-Maurice,Parish,Mauricie,63,1,TRUE
37240,Saint-Narcisse,Parish,Mauricie,66,1,TRUE
51060,Saint-Paulin,Municipality,Mauricie,,1,FALSE
37250,Saint-Prosper-De-Champlain,Municipality,Mauricie,62,0.92362768,TRUE
35045,Saint-Roch-De-Mékinac,Parish,Mauricie,,1,FALSE
37245,Saint-Stanislas (04),Municipality,Mauricie,63,1,TRUE
35020,Saint-Séverin (04),Parish,Mauricie,61,0.99400218,TRUE
51030,Saint-Sévère,Parish,Mauricie,62,1,TRUE
35027,Saint-Tite,City,Mauricie,55,0.99944197,TRUE
51050,Saint-Édouard-De-Maskinongé,Municipality,Mauricie,58,0.83333333,TRUE
51075,Saint-Élie-De-Caxton,Municipality,Mauricie,57,0.99137435,TRUE
51090,Saint-Étienne-Des-Grès,Parish,Mauricie,57,0.38095238,TRUE
51055,Sainte-Angèle-De-Prémont,Municipality,Mauricie,64,0.90666667,TRUE
37205,Sainte-Anne-De-La-Pérade,Municipality,Mauricie,,1,FALSE
37215,Sainte-Geneviève-De-Batiscan,Parish,Mauricie,72,1,TRUE
35050,Sainte-Thècle,Municipality,Mauricie,64,1,TRUE
51040,Sainte-Ursule,Municipality,Mauricie,58,0.96054254,TRUE
36033,Shawinigan,City,Mauricie,59,0.79417206,TRUE
35055,Trois-Rives,Municipality,Mauricie,,1,FALSE
37067,Trois-Rivières,City,Mauricie,56,0.60935143,TRUE
51020,Yamachiche,Municipality,Mauricie,59,0.95294118,TRUE
66112,Baie-D'urfé,City,Montréal,54,1,TRUE
66107,Beaconsfield,City,Montréal,73,1,TRUE
66058,Côte-Saint-Luc,City,Montréal,64,0.98921833,TRUE
66142,Dollard-Des-Ormeaux,City,Montréal,55,0.99596977,TRUE
66087,Dorval,City,Montréal,58,0.72131148,TRUE
66062,Hampstead,City,Montréal,,1,FALSE
66102,Kirkland,City,Montréal,53,0.99731183,TRUE
66092,L'île-Dorval,City,Montréal,,1,FALSE
66072,Mont-Royal,City,Montréal,57,0.9623431,TRUE
66023,Montréal,City,Montréal,64,0.21803279,TRUE
66007,Montréal-Est,City,Montréal,,1,FALSE
66047,Montréal-Ouest,City,Montréal,55,1,TRUE
66097,Pointe-Claire,City,Montréal,61,0.98546949,TRUE
66117,Sainte-Anne-De-Bellevue,City,Montréal,60,1,TRUE
66127,Senneville,Village,Montréal,54,0.99361702,TRUE
66032,Westmount,City,Montréal,,1,FALSE
48028,Acton Vale,City,Montérégie,64,0.9212828,TRUE
55008,Ange-Gardien,Municipality,Montérégie,74,1,TRUE
70022,Beauharnois,City,Montérégie,63,0.9634628,TRUE
57040,Beloeil,City,Montérégie,63,0.89140271,TRUE
58033,Boucherville,City,Montérégie,69,1,TRUE
58007,Brossard,City,Montérégie,69,1,TRUE
48005,Béthanie,Municipality,Montérégie,,1,FALSE
59030,Calixa-Lavallée,Municipality,Montérégie,71,1,TRUE
67020,Candiac,City,Montérégie,55,1,TRUE
57010,Carignan,City,Montérégie,51,0.93300248,TRUE
57005,Chambly,City,Montérégie,67,1,TRUE
67050,Châteauguay,City,Montérégie,66,0.99692805,TRUE
56010,Clarenceville,Municipality,Montérégie,61,1,TRUE
59035,Contrecoeur,City,Montérégie,63,1,TRUE
71040,Coteau-Du-Lac,City,Montérégie,58,0.96269336,TRUE
67025,Delson,City,Montérégie,,1,FALSE
69075,Dundee,Township,Montérégie,,1,FALSE
69050,Elgin,Municipality,Montérégie,,1,FALSE
69010,Franklin,Municipality,Montérégie,56,0.99964551,TRUE
69060,Godmanchester,Township,Montérégie,,1,FALSE
69005,Havelock,Township,Montérégie,,1,FALSE
68015,Hemmingford (Ct),Township,Montérégie,,1,FALSE
68010,Hemmingford (Vl),Village,Montérégie,57,0.73548387,TRUE
56042,Henryville,Municipality,Montérégie,73,1,TRUE
69045,Hinchinbrooke,Municipality,Montérégie,,1,FALSE
69025,Howick,Municipality,Montérégie,,1,FALSE
71100,Hudson,City,Montérégie,,1,FALSE
69055,Huntingdon,City,Montérégie,,1,FALSE
71095,L'île-Cadieux,City,Montérégie,,1,FALSE
71060,L'île-Perrot,City,Montérégie,60,1,TRUE
67015,La Prairie,City,Montérégie,65,0.87861272,TRUE
54035,La Présentation,Municipality,Montérégie,67,0.9375,TRUE
56023,Lacolle,Municipality,Montérégie,56,1,TRUE
71033,Les Coteaux,Municipality,Montérégie,57,0.99395324,TRUE
71050,Les Cèdres,Municipality,Montérégie,,,FALSE
58227,Longueuil,City,Montérégie,51,0.17761733,TRUE
67055,Léry,City,Montérégie,,1,FALSE
55048,Marieville,City,Montérégie,65,1,TRUE
53010,Massueville,Village,Montérégie,,1,FALSE
57025,Mcmasterville,City,Montérégie,66,0.40298507,TRUE
67045,Mercier,City,Montérégie,63,0.99769053,TRUE
56097,Mont-Saint-Grégoire,Municipality,Montérégie,,1,FALSE
57035,Mont-Saint-Hilaire,City,Montérégie,67,1,TRUE
68030,Napierville,Municipality,Montérégie,56,0.77897574,TRUE
71065,Notre-Dame-De-L'île-Perrot,City,Montérégie,71,0.98206278,TRUE
56015,Noyan,Municipality,Montérégie,,1,FALSE
69037,Ormstown,Municipality,Montérégie,64,1,TRUE
57030,Otterburn Park,City,Montérégie,61,1,TRUE
71070,Pincourt,City,Montérégie,64,0.98042025,TRUE
71055,Pointe-Des-Cascades,Village,Montérégie,56,0,TRUE
71140,Pointe-Fortune,Municipality,Montérégie,,1,FALSE
55057,Richelieu,City,Montérégie,61,1,TRUE
71133,Rigaud,City,Montérégie,58,1,TRUE
71005,Rivière-Beaudette,Municipality,Montérégie,,1,FALSE
55037,Rougemont,Municipality,Montérégie,65,1,TRUE
48015,Roxton,Township,Montérégie,,1,FALSE
48010,Roxton Falls,Village,Montérégie,,1,FALSE
53015,Saint-Aimé,Municipality,Montérégie,70,1,TRUE
56055,Saint-Alexandre,Municipality,Montérégie,67,1,TRUE
59015,Saint-Amable,City,Montérégie,67,0.86410256,TRUE
69070,Saint-Anicet,Municipality,Montérégie,,1,FALSE
57075,Saint-Antoine-Sur-Richelieu,Municipality,Montérégie,63,1,TRUE
54105,Saint-Barnabé-Sud,Municipality,Montérégie,67,1,TRUE
57020,Saint-Basile-Le-Grand,City,Montérégie,63,0.49019608,TRUE
68005,Saint-Bernard-De-Lacolle,Municipality,Montérégie,,1,FALSE
54115,Saint-Bernard-De-Michaudville,Municipality,Montérégie,73,1,TRUE
56065,Saint-Blaise-Sur-Richelieu,Municipality,Montérégie,,1,FALSE
58037,Saint-Bruno-De-Montarville,City,Montérégie,68,1,TRUE
57057,Saint-Charles-Sur-Richelieu,Municipality,Montérégie,63,0.95,TRUE
69017,Saint-Chrysostome,Municipality,Montérégie,48,0.96724566,TRUE
71045,Saint-Clet,Municipality,Montérégie,58,0.67977528,TRUE
67035,Saint-Constant,City,Montérégie,,1,FALSE
68035,Saint-Cyprien-De-Napierville,Municipality,Montérégie,62,0.99559956,TRUE
55023,Saint-Césaire,City,Montérégie,54,1,TRUE
54017,Saint-Damase (16),Municipality,Montérégie,68,0.86363636,TRUE
53005,Saint-David,Municipality,Montérégie,73,1,TRUE
57068,Saint-Denis-Sur-Richelieu,Municipality,Montérégie,63,1,TRUE
54060,Saint-Dominique,Municipality,Montérégie,69,1,TRUE
53085,Saint-Gérard-Majella,Parish,Montérégie,,1,FALSE
54100,Saint-Hugues,Municipality,Montérégie,72,0.9934334,TRUE
54048,Saint-Hyacinthe,City,Montérégie,60,1,TRUE
67040,Saint-Isidore (16),Parish,Montérégie,69,0.99997802,TRUE
68040,Saint-Jacques-Le-Mineur,Municipality,Montérégie,57,1,TRUE
57033,Saint-Jean-Baptiste,Municipality,Montérégie,,1,FALSE
56083,Saint-Jean-Sur-Richelieu,City,Montérégie,60,0.289746,TRUE
53050,Saint-Joseph-De-Sorel,City,Montérégie,63,0.88888889,TRUE
54110,Saint-Jude,Municipality,Montérégie,74,1,TRUE
58012,Saint-Lambert (16),City,Montérégie,54,1,TRUE
71105,Saint-Lazare,City,Montérégie,59,0.72675737,TRUE
54072,Saint-Liboire,Municipality,Montérégie,68,0.97938144,TRUE
54120,Saint-Louis,Municipality,Montérégie,,1,FALSE
70035,Saint-Louis-De-Gonzague (P),Parish,Montérégie,,1,FALSE
57050,Saint-Marc-Sur-Richelieu,Municipality,Montérégie,63,0.99447514,TRUE
54125,Saint-Marcel-De-Richelieu,Municipality,Montérégie,74,1,TRUE
55065,Saint-Mathias-Sur-Richelieu,Municipality,Montérégie,71,0.97733711,TRUE
67005,Saint-Mathieu,Municipality,Montérégie,65,1,TRUE
57045,Saint-Mathieu-De-Beloeil,Municipality,Montérégie,,1,FALSE
68050,Saint-Michel,Municipality,Montérégie,,1,FALSE
48050,Saint-Nazaire-D'acton,Parish,Montérégie,,1,FALSE
53032,Saint-Ours,City,Montérégie,,1,FALSE
68025,Saint-Patrice-De-Sherrington,Municipality,Montérégie,,1,FALSE
55015,Saint-Paul-D'abbotsford,Municipality,Montérégie,69,1,TRUE
56035,Saint-Paul-De-L'île-Aux-Noix,Municipality,Montérégie,,,FALSE
67010,Saint-Philippe,City,Montérégie,69,0.94736842,TRUE
54008,Saint-Pie,City,Montérégie,76,1,TRUE
71020,Saint-Polycarpe,Municipality,Montérégie,69,1,TRUE
53020,Saint-Robert,Municipality,Montérégie,63,1,TRUE
53040,Saint-Roch-De-Richelieu,Municipality,Montérégie,72,1,TRUE
68055,Saint-Rémi,City,Montérégie,54,1,TRUE
54090,Saint-Simon (16),Municipality,Montérégie,73,1,TRUE
70040,Saint-Stanislas-De-Kostka,Municipality,Montérégie,59,1,TRUE
56050,Saint-Sébastien (16),Municipality,Montérégie,58,1,TRUE
48045,Saint-Théodore-D'acton,Municipality,Montérégie,,1,FALSE
71015,Saint-Télesphore,Municipality,Montérégie,,1,FALSE
70005,Saint-Urbain-Premier,Municipality,Montérégie,,1,FALSE
56030,Saint-Valentin,Municipality,Montérégie,,1,FALSE
54065,Saint-Valérien-De-Milton,Municipality,Montérégie,,1,FALSE
71025,Saint-Zotique,City,Montérégie,58,1,TRUE
68045,Saint-Édouard,Municipality,Montérégie,,1,FALSE
70030,Saint-Étienne-De-Beauharnois,Municipality,Montérégie,,1,FALSE
55030,Sainte-Angèle-De-Monnoir,Municipality,Montérégie,72,0.99069767,TRUE
56060,Sainte-Anne-De-Sabrevois,Parish,Montérégie,,1,FALSE
53065,Sainte-Anne-De-Sorel,Municipality,Montérégie,74,1,TRUE
69065,Sainte-Barbe,Municipality,Montérégie,59,0.9988281,TRUE
56105,Sainte-Brigide-D'iberville,Municipality,Montérégie,68,1,TRUE
67030,Sainte-Catherine,City,Montérégie,66,1,TRUE
48020,Sainte-Christine,Parish,Montérégie,,1,FALSE
68020,Sainte-Clotilde,Municipality,Montérégie,,1,FALSE
54095,Sainte-Hélène-De-Bagot,Municipality,Montérégie,61,0.99908819,TRUE
59010,Sainte-Julie,City,Montérégie,66,1,TRUE
71115,Sainte-Justine-De-Newton,Municipality,Montérégie,,1,FALSE
54025,Sainte-Madeleine,Village,Montérégie,69,0.99802761,TRUE
54030,Sainte-Marie-Madeleine,Parish,Montérégie,,1,FALSE
71110,Sainte-Marthe,Municipality,Montérégie,,1,FALSE
70012,Sainte-Martine,Municipality,Montérégie,64,0.86714116,TRUE
53025,Sainte-Victoire-De-Sorel,Municipality,Montérégie,,1,FALSE
70052,Salaberry-De-Valleyfield,City,Montérégie,63,1,TRUE
53052,Sorel-Tracy,City,Montérégie,60,0.63162791,TRUE
71075,Terrasse-Vaudreuil,Municipality,Montérégie,57,0.99827615,TRUE
71125,Très-Saint-Rédempteur,Municipality,Montérégie,,1,FALSE
69030,Très-Saint-Sacrement,Parish,Montérégie,,1,FALSE
48038,Upton,Municipality,Montérégie,59,1,TRUE
59020,Varennes,City,Montérégie,58,0.31565968,TRUE
71083,Vaudreuil-Dorion,City,Montérégie,59,0.94918033,TRUE
71090,Vaudreuil-Sur-Le-Lac,Village,Montérégie,45,1,TRUE
56005,Venise-En-Québec,Municipality,Montérégie,54,1,TRUE
59025,Verchères,Municipality,Montérégie,65,1,TRUE
53072,Yamaska,Municipality,Montérégie,74,1,TRUE
99020,Chapais,City,Nord-du-Québec,66,0.31111111,TRUE
99025,Chibougamau,City,Nord-du-Québec,60,0.72177419,TRUE
99060,Gouvernement Régional D'eeyou Istchee Baie-James,GR,Nord-du-Québec,,,FALSE
99005,Lebel-Sur-Quévillon,City,Nord-du-Québec,59,0,TRUE
99015,Matagami,City,Nord-du-Québec,44,0,TRUE
84050,Alleyn-Et-Cawood,Municipality,Outaouais,,,FALSE
83090,Aumond,Township,Outaouais,,,FALSE
83045,Blue Sea,Municipality,Outaouais,,,FALSE
80115,Boileau,Municipality,Outaouais,,,FALSE
83085,Bois-Franc,Municipality,Outaouais,,,FALSE
83050,Bouchette,Municipality,Outaouais,,,FALSE
80145,Bowman,Municipality,Outaouais,,,FALSE
84005,Bristol,Municipality,Outaouais,,,FALSE
84025,Bryson,Municipality,Outaouais,,,FALSE
84030,Campbell's Bay,Municipality,Outaouais,59,0.03448276,TRUE
82020,Cantley,Municipality,Outaouais,,,FALSE
83040,Cayamant,Municipality,Outaouais,,,FALSE
82025,Chelsea,Municipality,Outaouais,64,1,TRUE
84090,Chichester,Township,Outaouais,,,FALSE
80103,Chénéville,Municipality,Outaouais,59,0.02985075,TRUE
84015,Clarendon,Municipality,Outaouais,,,FALSE
83005,Denholm,Municipality,Outaouais,,,FALSE
80135,Duhamel,Municipality,Outaouais,58,0,TRUE
83070,Déléage,Municipality,Outaouais,60,0.16666667,TRUE
83075,Egan-Sud,Municipality,Outaouais,,,FALSE
80005,Fassett,Municipality,Outaouais,41,0,TRUE
84060,Fort-Coulonge,Village,Outaouais,53,0,TRUE
81017,Gatineau,City,Outaouais,66,0.81128585,TRUE
83032,Gracefield,City,Outaouais,58,0.08955224,TRUE
83095,Grand-Remous,Municipality,Outaouais,,,FALSE
83015,Kazabazua,Municipality,Outaouais,,,FALSE
82005,L'ange-Gardien (07),Municipality,Outaouais,,,FALSE
84082,L'isle-Aux-Allumettes,Municipality,Outaouais,58,1,TRUE
84035,L'île-Du-Grand-Calumet,Municipality,Outaouais,,,FALSE
82035,La Pêche,Municipality,Outaouais,,,FALSE
80130,Lac-Des-Plages,Municipality,Outaouais,,,FALSE
83020,Lac-Sainte-Marie,Municipality,Outaouais,58,0,TRUE
